climate,inequality,human rights,gender,lgbtq,european union,immigration,health,misinformation,hate speech
49,22,37,40,74,48,25,43,47,87
69,41,44,40,64,62,76,47,36,82
49,66,14,67,38,32,76,48,38,90
49,80,37,40,28,62,37,37,46,81
21,19,44,64,44,42,40,53,47,87
49,51,55,53,44,62,48,57,34,38
21,41,44,70,44,62,68,53,42,44
51,51,38,54,38,37,56,55,62,48
21,60,37,16,64,53,51,29,34,49
21,55,44,19,28,41,27,50,42,41
21,55,37,53,44,32,58,55,40,51
69,51,44,64,38,48,51,53,36,87
88,51,37,70,38,47,47,55,41,42
51,66,14,83,44,37,25,57,41,36
21,55,14,19,38,48,37,60,22,49
49,55,58,64,28,25,25,38,58,51
70,83,44,40,64,37,68,47,50,37
21,55,55,58,80,44,58,59,34,50
51,19,55,27,64,62,30,49,55,41
21,41,58,51,64,53,27,46,58,49
21,70,37,44,44,48,51,68,62,49
21,80,58,53,44,41,48,90,41,38
51,36,55,40,28,53,76,41,55,37
21,41,58,27,28,44,68,55,45,90
51,55,37,54,44,42,30,53,48,40
51,55,44,44,64,41,27,47,50,41
21,22,58,40,74,37,51,50,57,49
21,41,14,54,28,53,48,50,57,50
66,83,14,40,80,44,68,48,33,48
51,55,44,40,38,44,68,57,34,44
51,22,58,66,28,62,51,27,62,82
70,36,44,83,74,42,48,44,63,43
21,41,58,58,38,47,48,49,38,51
21,37,44,53,64,37,27,54,47,38
73,22,55,58,44,53,58,51,45,49
49,55,58,51,44,35,48,22,40,25
69,51,55,19,44,47,40,47,45,49
88,37,44,70,64,47,37,41,46,38
73,55,58,60,28,25,53,55,57,38
49,55,44,54,44,47,68,50,58,87
71,55,44,58,44,44,51,55,70,87
66,41,44,40,38,42,53,67,37,87
51,37,14,51,38,48,58,48,47,62
51,80,38,83,28,47,40,44,34,40
74,41,44,58,44,47,41,47,47,84
68,55,44,69,80,35,51,22,37,51
69,55,38,16,44,48,68,44,55,49
66,66,55,19,44,25,68,50,42,42
21,51,44,40,38,47,56,60,50,44
71,36,38,58,74,42,30,36,38,51
66,41,14,40,44,48,68,73,51,50
49,22,14,40,44,25,47,45,73,42
51,51,58,53,44,62,53,54,73,36
21,80,44,40,44,62,53,48,57,32
49,41,44,20,38,48,40,44,57,38
21,70,44,83,80,44,51,50,40,42
51,51,55,40,44,25,68,50,48,50
88,51,44,16,74,48,37,43,47,90
49,22,37,64,44,48,27,60,47,42
21,41,44,19,38,62,53,47,62,48
49,41,44,58,38,62,56,53,40,82
70,80,44,40,74,44,76,53,36,44
21,55,44,58,44,62,51,38,42,51
49,37,58,58,74,25,51,71,42,49
49,41,44,20,28,37,53,41,58,48
51,55,44,67,38,47,53,90,48,34
21,41,44,20,38,47,37,51,33,44
66,41,38,58,38,53,41,57,38,41
49,80,38,58,74,53,47,35,62,83
49,41,44,40,38,62,48,60,56,82
51,66,14,44,44,62,51,50,57,27
49,66,58,54,28,42,41,44,45,38
49,51,58,27,64,53,68,68,40,25
21,41,44,20,74,62,51,60,47,77
51,37,14,54,38,53,40,60,46,41
73,51,44,70,28,48,40,27,36,49
21,22,14,40,64,44,48,48,40,38
21,51,14,67,80,62,48,30,41,87
51,70,55,54,44,62,40,48,61,51
21,55,44,40,28,32,68,49,50,40
21,22,55,27,28,62,40,60,46,44
70,83,55,54,44,48,41,48,46,49
49,83,44,40,80,25,40,68,36,40
51,41,58,53,38,62,47,36,41,51
73,36,58,20,44,37,48,53,41,83
21,55,37,44,28,53,58,47,66,50
49,22,58,53,38,53,53,36,37,44
51,80,58,60,44,62,53,72,38,49
51,70,44,67,44,37,76,35,67,82
51,55,58,27,44,44,76,29,41,51
51,60,44,20,44,42,37,51,40,49
21,41,55,58,28,48,76,41,34,49
66,41,58,19,38,53,76,44,66,50
66,55,55,54,44,42,48,72,54,38
21,83,44,58,44,42,47,73,57,51
21,41,44,58,80,48,51,47,41,43
49,51,44,27,28,25,48,43,51,49
49,19,44,44,80,47,68,54,34,48
21,51,58,58,74,35,25,59,38,49
69,80,37,58,38,53,47,55,45,27
21,19,55,40,28,48,47,34,42,44
51,55,37,27,38,62,40,54,42,90
51,70,55,54,64,53,56,54,51,44
68,83,58,51,28,62,37,55,40,42
21,55,14,20,44,62,41,39,50,30
49,36,58,58,64,47,57,54,45,37
66,55,44,66,74,62,76,36,66,50
21,51,44,40,44,62,58,40,50,38
21,41,44,60,44,41,58,41,51,49
21,22,55,54,64,41,53,64,56,48
51,55,58,58,44,48,58,53,38,44
68,51,58,53,64,62,76,53,51,40
66,55,38,58,44,42,25,46,42,48
49,51,55,40,38,42,41,57,40,70
51,41,55,20,44,35,53,60,62,44
21,41,58,54,28,53,47,57,57,44
51,55,44,19,74,48,51,60,45,51
49,55,14,51,44,47,57,55,80,87
68,41,44,58,64,41,53,54,41,77
49,22,38,40,80,53,37,48,36,87
71,36,38,54,44,53,57,50,42,49
51,19,37,58,80,35,57,85,72,27
70,19,37,44,28,48,48,34,66,43
74,41,44,80,44,62,57,53,73,74
21,55,38,80,28,48,58,59,50,38
21,51,55,54,38,41,58,55,61,37
21,51,55,67,44,48,56,81,51,43
49,55,37,54,38,35,68,48,34,51
21,41,14,58,28,48,76,54,33,49
21,55,55,44,28,53,58,53,48,42
88,51,38,70,80,25,47,43,59,51
51,55,14,40,64,62,25,43,51,42
66,55,44,27,44,53,58,85,51,79
73,41,38,54,74,44,57,49,36,42
88,41,44,54,44,42,47,90,67,49
73,37,14,27,28,62,47,54,40,48
21,37,14,60,74,48,76,49,47,42
51,55,14,40,28,62,53,45,51,39
21,51,58,62,64,62,58,27,72,42
51,36,44,58,38,62,68,59,40,90
71,55,44,58,74,62,53,47,57,39
21,51,44,64,64,62,76,44,45,48
66,55,44,51,44,25,76,60,47,33
51,39,44,58,64,25,30,53,62,49
70,60,58,80,80,37,58,33,39,77
51,51,44,54,38,47,68,55,51,51
21,51,14,53,38,44,51,81,41,44
70,83,14,80,44,42,47,57,41,27
51,41,55,58,44,41,76,67,50,49
49,22,58,44,44,25,41,59,40,43
21,51,37,60,28,48,37,59,38,51
49,41,55,16,28,48,76,49,40,48
51,70,38,83,38,44,51,30,38,51
21,22,58,40,80,35,47,51,42,35
68,51,55,51,64,62,68,55,50,43
21,41,38,60,44,42,47,71,37,48
49,39,37,54,44,53,53,73,52,25
51,70,38,54,38,35,51,35,40,39
51,55,14,20,44,37,41,55,45,37
49,51,38,69,38,53,48,40,33,40
51,51,14,27,44,48,51,53,45,51
51,41,14,58,38,62,58,40,37,77
21,51,44,66,44,32,51,55,31,69
49,51,58,54,44,48,27,49,40,50
74,36,55,58,44,44,30,41,50,77
49,51,55,19,44,53,40,53,71,87
51,39,37,44,44,62,40,38,41,38
51,55,58,80,44,62,51,49,48,38
49,41,44,40,74,41,53,49,76,51
49,80,37,60,28,32,41,51,61,51
21,41,44,58,44,48,76,55,37,51
71,51,37,44,28,41,68,90,50,43
73,41,37,40,44,48,48,57,51,51
49,41,58,58,28,48,41,67,40,37
49,39,44,58,74,62,27,41,34,76
73,70,58,40,64,62,57,50,57,42
51,51,55,19,28,25,40,55,46,38
88,51,44,19,28,62,48,47,39,69
49,51,38,16,44,62,68,90,55,37
21,55,55,54,44,44,76,44,59,62
51,41,14,70,80,62,40,59,51,49
88,19,44,83,38,53,47,33,38,49
51,55,58,62,64,62,76,90,72,69
73,41,44,58,44,62,40,50,55,51
49,41,58,58,38,62,47,48,83,51
71,66,14,58,28,48,53,44,57,81
51,55,58,40,74,48,41,53,45,49
73,60,44,19,38,62,37,44,41,40
49,19,55,20,44,53,57,53,48,49
49,80,44,40,44,53,53,67,50,81
21,41,55,70,80,62,48,47,51,51
49,41,44,40,28,41,51,55,50,37
21,51,14,80,44,44,58,60,56,51
21,55,37,16,38,53,58,47,69,42
49,39,14,16,64,47,27,43,48,83
71,51,44,16,80,62,40,67,62,43
21,70,38,66,44,42,68,55,55,41
21,55,14,58,74,62,68,43,42,40
49,70,58,16,28,44,58,51,47,84
74,51,44,53,44,42,47,43,40,50
21,66,58,69,44,48,56,38,34,50
21,22,44,80,80,53,56,68,83,51
49,51,55,54,44,41,51,55,54,90
49,80,44,66,38,53,41,55,36,51
71,22,14,58,28,53,76,46,40,42
51,83,14,19,38,41,68,44,64,48
21,39,44,58,38,32,58,53,83,40
66,41,14,69,44,53,53,55,73,38
74,51,38,69,44,48,68,33,51,37
21,41,58,44,44,62,58,59,67,43
66,51,37,19,38,42,57,55,80,79
21,55,58,80,44,35,48,53,51,34
49,55,37,54,64,42,47,43,38,51
21,80,44,58,74,44,51,81,55,38
70,51,55,19,28,35,41,67,55,42
49,39,58,80,44,25,37,59,48,90
51,83,44,44,44,35,51,59,54,83
49,55,14,69,64,48,30,59,42,49
74,55,44,54,80,41,76,43,57,42
49,41,37,60,38,25,68,50,71,82
51,41,14,64,44,41,56,55,63,37
51,51,44,16,44,48,76,48,48,49
51,51,44,58,28,47,48,55,49,50
49,41,37,16,28,62,27,55,48,40
74,41,44,40,44,44,76,43,57,51
49,55,55,60,28,48,51,36,55,37
49,70,55,51,44,53,41,53,31,51
49,22,14,58,44,62,48,55,36,51
49,80,44,58,44,48,68,43,47,37
69,80,44,16,74,48,68,60,48,25
21,41,38,40,28,53,53,90,31,51
51,41,14,58,44,53,41,51,42,48
49,80,44,64,74,44,27,72,38,82
70,37,44,40,38,53,53,46,50,39
21,60,55,58,80,32,41,54,59,87
51,41,14,20,44,48,47,60,55,51
74,19,55,54,38,25,57,57,47,49
49,70,14,58,80,35,47,22,57,43
70,51,55,53,44,62,40,55,45,69
51,51,14,54,28,48,58,73,69,76
51,60,44,27,28,44,27,44,51,69
21,66,55,44,74,37,51,53,50,83
21,70,55,53,44,32,57,55,69,49
49,41,44,54,28,53,40,44,42,41
49,37,37,40,74,41,40,49,50,76
51,51,38,66,44,44,40,50,71,42
49,55,38,44,64,48,37,50,45,69
49,55,44,69,74,41,68,64,57,50
49,70,14,80,28,47,37,54,57,49
74,51,37,58,44,41,53,41,54,42
21,51,58,58,28,44,47,55,42,84
21,22,55,27,38,41,57,54,47,38
49,39,37,19,44,44,41,60,55,38
51,36,58,58,64,53,53,47,57,43
49,19,55,19,64,44,41,57,41,33
21,80,55,40,74,42,48,50,40,51
51,51,58,58,64,32,41,27,47,36
49,36,44,53,28,62,51,60,54,48
66,60,55,54,38,53,68,35,51,49
66,80,58,70,38,32,48,60,66,49
49,41,44,19,38,62,76,57,72,40
49,70,38,27,74,53,68,67,38,35
49,51,38,40,44,53,47,55,37,34
21,41,55,19,64,53,53,57,45,51
49,19,37,20,80,44,58,55,42,90
49,41,55,40,28,53,47,40,62,82
49,66,14,58,38,53,40,60,62,48
49,51,44,54,74,32,76,35,40,41
69,36,44,40,44,53,25,49,47,51
21,41,44,58,38,62,48,43,50,82
51,70,44,51,44,42,48,85,47,51
51,51,44,53,44,53,68,55,46,42
21,51,44,20,80,41,51,53,48,51
51,55,55,58,28,41,68,54,37,83
51,36,44,69,44,48,25,38,57,37
21,41,58,27,38,47,40,50,51,38
21,39,55,51,38,53,68,50,42,51
74,55,44,53,44,37,51,55,36,50
49,51,44,69,44,48,48,48,70,44
49,60,55,54,38,53,47,22,57,37
51,19,58,16,38,62,58,44,55,49
51,41,55,58,74,62,48,55,66,79
49,22,44,58,28,25,30,34,59,84
51,55,44,40,74,47,30,71,69,42
51,41,38,51,28,48,68,54,46,81
51,55,14,51,38,53,41,44,70,50
21,37,58,58,74,32,37,57,55,51
51,41,44,16,44,48,30,33,37,79
51,39,55,66,64,44,57,53,67,83
51,39,58,16,44,62,56,53,56,51
51,80,44,58,44,62,40,60,41,84
51,55,38,70,64,44,37,44,63,38
68,22,14,40,44,35,57,49,34,38
51,22,14,54,44,48,53,40,51,74
21,41,55,44,44,53,48,43,57,41
21,39,44,70,64,47,76,55,51,40
51,55,58,62,44,47,41,81,67,49
51,80,44,40,38,53,76,48,59,49
74,66,44,44,44,48,76,55,58,27
51,51,38,40,80,62,48,85,51,39
51,55,44,44,74,53,57,72,41,51
21,51,55,51,64,62,53,49,58,49
51,66,37,58,44,62,76,49,62,51
49,41,58,60,44,62,51,55,50,90
49,51,58,69,38,42,41,43,41,51
66,55,44,62,80,62,51,36,45,27
88,55,14,19,44,42,58,43,63,49
21,41,44,54,28,53,57,45,36,25
51,19,14,20,28,48,76,60,54,51
49,70,44,40,74,48,57,55,51,36
68,60,14,27,80,53,48,48,55,51
49,41,55,58,44,62,27,44,38,49
51,39,38,40,64,44,41,48,57,50
88,19,44,83,28,62,40,38,40,90
51,80,37,16,64,62,48,64,41,82
68,51,44,54,44,25,76,51,41,51
49,66,44,54,38,62,68,22,59,42
21,41,14,58,44,62,40,47,62,42
74,51,37,19,44,62,41,60,45,87
21,41,38,16,28,25,51,47,48,50
51,41,58,40,80,53,68,55,58,87
49,51,14,54,38,35,48,50,48,51
51,80,38,66,38,48,47,67,55,49
21,66,55,54,44,62,68,43,42,76
21,36,58,58,38,41,56,53,38,36
51,41,44,60,44,41,76,51,73,87
74,83,55,60,44,62,47,60,50,44
21,51,44,51,44,62,40,49,50,82
69,37,37,44,44,37,56,44,51,37
51,70,55,20,38,53,27,47,83,44
51,41,44,54,28,48,41,50,55,49
21,39,55,60,74,53,76,34,47,44
51,55,44,40,64,37,41,54,48,43
21,22,44,53,38,53,51,37,50,51
66,41,44,58,64,25,47,55,57,81
73,39,44,54,74,44,41,49,57,42
21,51,44,80,44,53,51,51,58,90
49,37,38,20,28,48,56,43,51,49
21,22,37,54,64,32,57,51,61,34
21,41,37,20,38,25,40,33,66,38
51,36,44,66,44,35,25,48,56,42
51,41,37,66,38,48,53,22,38,37
49,60,37,54,80,53,53,67,63,81
71,41,58,54,64,62,53,55,55,37
51,55,55,44,38,37,68,54,57,37
68,55,37,66,74,47,37,48,42,50
71,51,37,62,44,62,76,81,58,50
21,37,44,54,80,62,30,71,51,69
68,83,55,40,44,62,41,59,34,44
49,39,38,44,44,37,53,81,46,40
51,60,14,40,44,48,53,44,62,49
21,39,38,58,64,32,53,51,56,44
21,51,55,58,80,35,25,43,50,51
70,51,44,66,38,44,68,50,40,50
51,83,44,60,44,53,40,50,51,90
69,39,55,54,28,32,51,67,50,44
21,37,44,60,44,42,25,44,41,42
49,80,14,54,28,35,53,35,70,38
70,55,55,20,74,25,58,90,51,40
21,41,44,58,38,48,27,38,42,36
21,55,14,66,44,42,56,43,46,44
51,19,44,58,44,44,58,43,69,50
88,22,55,66,80,62,57,59,57,36
69,51,38,62,28,48,58,50,55,36
49,41,55,44,28,48,68,41,47,82
51,19,44,66,38,62,56,48,39,50
49,83,58,58,80,42,47,59,37,38
21,51,38,19,64,53,58,55,33,41
51,51,44,54,44,53,40,36,57,50
21,51,44,16,44,44,58,67,45,33
49,36,37,69,28,42,76,36,51,49
21,70,58,19,44,44,58,55,66,43
49,80,14,58,44,25,57,57,76,51
21,51,38,40,64,53,37,55,50,34
21,41,14,58,38,44,41,55,38,36
51,41,14,54,44,47,40,49,57,82
51,55,44,54,44,62,76,38,41,38
69,51,37,83,38,32,68,90,51,42
21,19,58,16,28,37,30,43,45,51
21,36,44,54,38,41,53,38,55,51
49,51,38,54,28,62,25,85,63,36
70,55,44,58,74,25,53,44,40,42
88,55,14,58,44,47,51,53,57,37
21,36,55,40,80,62,51,60,42,42
88,55,37,19,38,44,41,67,67,42
51,41,44,27,38,62,41,50,42,50
21,22,55,58,80,53,37,53,66,51
66,51,55,27,44,35,47,33,41,37
51,22,14,51,80,62,58,44,57,77
21,51,44,62,80,32,53,29,66,42
21,51,55,44,44,42,48,36,42,36
51,80,37,58,80,47,56,33,56,40
74,66,44,60,44,48,40,47,37,51
21,22,14,53,74,48,51,43,55,70
66,51,44,58,74,47,48,36,54,81
49,19,38,58,74,62,56,73,54,51
71,51,55,58,28,41,41,55,67,84
70,19,44,69,38,62,53,55,57,51
49,83,44,44,44,62,53,38,48,36
21,66,55,80,44,53,30,48,46,51
66,37,44,54,44,47,37,38,55,51
71,55,55,58,44,62,76,49,37,48
21,19,44,66,64,62,76,47,40,36
88,80,14,69,64,37,30,43,52,44
51,55,58,16,80,25,40,33,34,83
49,39,58,54,44,62,56,55,57,49
70,60,58,40,64,48,37,49,58,48
68,39,44,58,44,62,30,41,34,77
21,41,44,40,44,48,30,43,37,51
70,83,14,40,44,41,68,57,38,41
51,41,38,69,44,62,48,41,40,43
51,70,55,64,80,47,51,55,33,50
68,51,55,66,38,32,25,47,54,48
49,37,14,58,74,53,48,50,38,50
21,19,38,60,28,62,76,54,49,49
21,55,58,40,28,53,48,57,51,41
51,39,14,64,44,48,25,40,33,50
49,51,37,58,74,62,27,44,62,49
49,41,38,19,28,44,47,37,41,49
66,41,38,40,28,42,76,53,61,51
51,70,14,40,44,53,57,59,42,50
49,55,44,58,44,42,53,59,50,62
51,55,44,70,28,62,40,73,22,44
51,55,58,69,38,41,47,45,56,49
49,41,44,16,44,42,27,47,50,82
49,55,55,54,38,48,30,41,69,49
21,51,55,60,28,48,51,44,31,44
49,41,58,70,44,37,53,43,59,42
74,51,38,66,74,47,41,49,73,51
49,51,44,58,38,48,48,44,42,44
69,51,55,58,64,53,37,47,50,44
21,83,44,54,44,42,37,49,36,42
21,41,44,40,80,62,76,55,67,42
66,83,44,44,28,32,40,49,61,87
66,51,44,69,44,47,27,45,42,50
66,60,58,19,28,47,51,38,57,49
49,51,44,27,80,62,37,47,57,51
66,51,58,54,38,53,48,45,57,48
21,51,55,27,44,32,58,30,67,43
73,19,44,58,74,42,53,51,51,77
51,41,55,40,44,62,25,43,50,36
49,51,44,58,28,53,53,39,41,51
49,41,58,40,38,25,76,55,42,48
49,55,44,54,44,62,47,38,57,37
49,41,44,54,80,25,53,41,48,81
49,83,14,67,44,47,47,40,22,70
21,66,44,44,80,25,76,43,54,50
69,80,55,40,44,62,51,54,52,42
49,37,58,60,38,44,51,53,51,50
51,51,38,54,80,62,47,49,41,49
21,51,14,40,80,47,25,59,57,48
51,55,44,54,28,53,68,53,41,50
66,55,37,58,44,62,25,50,57,82
69,51,58,16,44,53,53,50,40,50
21,60,55,58,80,53,68,60,55,82
49,55,37,66,28,37,51,39,36,51
49,36,55,60,74,48,68,50,34,48
73,51,58,19,80,53,57,47,47,79
51,41,44,19,28,25,53,55,48,36
49,19,55,58,80,32,47,44,50,35
49,41,37,40,74,42,57,49,57,51
49,41,44,58,80,47,41,51,46,51
49,70,44,54,64,32,53,71,51,50
49,55,58,20,44,32,51,41,51,38
88,41,44,19,80,37,41,44,52,49
21,22,55,16,74,35,56,41,40,42
21,55,44,20,44,53,68,60,57,36
21,60,37,53,80,62,57,57,47,44
49,41,14,67,28,44,40,43,51,49
49,83,44,58,80,25,41,57,38,32
66,83,37,20,74,62,41,73,46,82
49,39,58,58,64,44,53,45,57,49
49,55,38,44,44,48,76,50,66,34
73,55,37,58,74,62,51,44,63,40
49,51,44,19,44,41,58,60,47,51
49,37,37,58,38,53,57,36,41,48
21,51,14,40,28,48,51,44,33,50
66,41,44,58,44,62,68,59,50,37
49,55,37,40,28,42,57,48,38,41
69,51,55,54,38,48,51,50,51,90
73,51,14,58,44,42,53,40,38,77
51,36,38,83,44,37,25,41,33,43
21,51,58,53,28,41,51,53,52,49
21,60,55,64,44,62,57,57,46,77
70,66,44,54,28,53,48,68,33,82
21,39,44,16,80,41,25,35,40,43
51,55,55,54,64,48,37,73,42,87
49,37,58,54,28,53,76,46,51,41
51,41,44,58,74,62,58,39,41,82
51,70,38,58,80,53,68,44,40,51
51,41,58,58,44,42,37,35,45,44
51,55,55,20,44,48,40,57,36,69
74,51,38,54,28,44,48,72,72,49
66,51,14,67,74,53,53,53,67,39
51,55,58,40,74,42,51,55,42,30
49,51,44,54,28,62,41,55,54,43
49,60,58,16,44,53,41,68,67,34
51,39,44,40,28,48,53,38,61,51
71,51,55,40,38,53,58,59,45,34
51,36,55,27,44,32,53,55,50,42
21,51,55,83,38,42,25,48,57,76
51,22,44,40,74,42,56,53,51,50
66,51,44,40,80,32,53,55,50,76
49,60,14,40,28,53,76,47,40,76
51,55,14,51,38,53,53,41,49,51
74,51,14,54,38,53,47,54,69,51
21,51,44,40,38,32,40,51,67,51
21,51,14,40,74,44,51,67,40,40
21,66,55,40,38,47,56,49,40,34
49,41,44,20,44,62,57,35,67,51
49,41,44,58,44,48,41,49,55,51
51,51,44,83,38,62,53,67,50,48
69,36,58,20,64,62,68,55,42,49
51,41,55,58,64,48,76,50,47,51
49,55,44,54,44,25,25,47,38,44
21,41,44,67,74,62,27,60,34,51
21,83,14,19,64,62,48,50,49,49
49,55,44,19,38,41,68,47,34,82
49,55,14,83,28,53,76,57,50,77
70,51,58,40,38,53,76,43,69,38
49,41,14,62,80,42,25,50,61,51
49,41,58,60,44,37,57,57,57,33
69,19,44,69,44,32,48,30,34,49
73,51,44,40,28,44,53,38,50,51
49,41,55,58,64,62,76,43,47,40
88,51,44,16,38,42,51,34,34,82
21,51,44,16,28,62,51,71,34,40
21,51,55,16,80,44,53,57,40,44
49,51,44,54,80,41,48,85,22,44
73,22,37,40,44,41,76,55,57,51
88,19,58,40,64,41,25,36,38,44
49,70,44,58,64,62,53,59,45,36
21,41,58,40,44,62,51,33,51,51
73,36,38,58,38,37,48,60,37,48
70,55,37,69,64,41,40,47,38,50
51,55,14,51,80,62,53,55,58,49
51,41,44,60,74,47,57,55,62,25
21,41,58,58,44,25,48,46,47,49
21,37,55,58,44,62,30,67,58,49
73,55,44,51,44,47,48,44,34,82
49,55,44,54,38,53,51,38,38,42
74,41,55,70,44,53,47,48,34,44
88,39,14,66,28,53,68,90,50,51
49,41,44,67,80,42,76,60,47,51
73,83,58,53,44,53,41,36,58,37
74,51,44,20,44,42,76,43,40,51
49,66,44,53,44,53,25,68,57,50
49,70,58,58,74,53,47,55,55,42
51,51,37,54,28,44,41,40,22,49
73,80,55,19,64,53,53,73,55,40
51,55,44,62,80,37,47,50,36,49
21,70,55,40,38,44,30,44,61,44
73,83,58,67,64,48,51,47,52,82
49,41,44,58,44,37,68,48,62,50
51,36,55,69,44,41,41,53,38,49
51,41,44,62,44,62,51,43,57,49
74,37,37,20,44,37,41,73,55,49
21,51,58,19,64,53,48,59,50,50
21,51,14,44,44,53,57,71,47,83
51,37,55,53,28,35,48,38,71,49
49,80,44,40,44,53,58,43,48,40
21,39,37,53,38,48,58,45,67,82
70,60,14,19,28,44,68,67,58,51
21,70,55,44,80,41,51,55,40,50
21,51,55,20,44,53,47,36,51,38
51,83,44,58,28,62,48,50,51,44
21,41,44,58,28,48,48,60,42,49
51,55,55,62,28,62,47,35,69,50
21,39,37,53,64,25,51,57,37,70
73,51,44,53,74,35,76,40,62,49
51,70,44,20,44,37,58,50,51,34
88,66,58,40,44,32,76,67,42,38
21,55,38,44,64,44,25,41,45,49
51,19,37,40,64,35,76,55,42,42
66,55,44,27,38,32,76,55,38,50
69,51,44,19,80,53,30,90,46,83
49,60,38,20,44,62,58,49,40,82
51,83,55,58,38,53,30,46,57,51
21,41,37,53,38,48,56,48,58,50
21,55,14,58,74,47,57,81,80,77
66,80,14,40,44,62,47,36,40,51
51,41,55,27,80,62,76,44,42,49
21,60,55,58,38,44,40,71,51,34
21,60,44,58,44,37,76,45,52,50
21,41,44,58,28,32,47,50,57,44
66,51,55,19,38,62,58,44,73,49
21,51,44,20,38,48,47,35,40,81
49,70,14,44,64,53,68,60,31,43
49,55,14,54,74,35,40,90,40,44
21,70,38,64,64,48,68,41,66,70
21,51,55,40,44,32,76,45,59,62
21,51,58,54,38,47,41,50,57,79
51,36,55,53,38,53,58,49,58,49
51,41,44,58,80,48,68,57,59,40
49,51,38,40,80,44,41,55,41,49
51,41,55,27,38,35,47,37,47,33
88,36,14,58,28,62,56,73,67,50
69,70,44,60,80,47,68,43,51,74
71,60,38,19,80,35,48,54,36,38
66,55,38,54,44,62,51,47,50,51
69,55,44,40,64,53,68,22,50,39
21,41,55,53,44,48,47,27,40,49
51,55,14,40,38,62,56,53,40,69
49,37,58,16,44,41,68,43,50,44
21,51,44,19,74,37,56,51,57,50
21,60,37,66,44,35,51,48,42,44
49,80,44,80,64,62,41,57,36,49
51,37,58,27,44,48,48,81,57,70
49,80,37,58,44,53,47,36,38,84
49,66,58,40,44,47,56,55,54,49
51,51,58,40,44,48,41,59,40,40
51,41,38,62,28,44,57,48,34,36
21,37,58,66,64,48,37,57,57,51
51,55,58,44,64,42,51,37,67,82
51,51,55,53,38,42,37,55,45,41
21,37,37,54,80,47,58,55,42,48
21,22,58,27,28,53,48,41,51,49
66,55,38,60,44,53,47,68,59,50
49,80,44,19,74,53,27,60,56,39
51,83,44,19,74,32,53,41,42,39
21,55,58,58,64,62,58,49,45,49
66,41,55,51,74,62,47,27,33,43
51,66,55,67,38,53,40,59,34,42
51,41,58,40,80,41,40,54,67,50
51,60,55,20,64,48,57,43,48,43
49,41,44,16,28,62,30,45,67,38
21,22,55,51,64,44,40,50,47,49
51,41,37,44,28,62,53,72,22,42
49,51,58,70,44,62,40,44,41,38
49,22,14,40,44,44,27,49,42,41
88,55,38,40,38,62,48,51,42,40
68,70,37,62,44,53,27,47,51,36
66,51,58,40,28,53,76,81,51,35
49,51,14,40,28,62,27,41,40,44
21,22,37,60,44,25,27,47,34,30
49,51,38,44,64,53,58,48,83,51
21,51,44,58,38,25,68,43,50,38
21,66,44,20,44,37,68,55,46,82
21,51,14,58,64,62,68,47,40,36
66,39,58,62,44,53,40,59,55,51
21,55,38,51,44,25,56,27,42,49
51,55,37,40,74,47,48,71,55,82
51,55,14,60,74,48,51,47,52,82
21,22,44,40,80,53,47,30,42,44
49,55,58,20,74,42,30,81,47,48
21,41,44,19,80,62,40,38,34,51
21,41,58,51,44,44,57,60,36,51
21,41,14,58,80,32,57,43,50,44
51,55,55,58,44,53,40,50,61,49
51,55,58,20,74,44,41,49,51,25
70,83,55,80,74,44,57,44,67,51
49,51,44,58,38,62,58,47,51,49
51,51,58,58,74,62,68,68,57,51
49,55,58,83,80,48,41,53,36,39
49,55,37,54,64,48,47,51,69,38
49,51,44,20,44,48,56,49,40,36
49,19,14,66,80,53,68,40,57,44
51,55,55,51,44,25,53,30,40,51
21,51,44,54,38,48,47,57,57,82
51,70,38,40,28,32,51,43,40,50
68,36,37,54,44,47,68,55,57,50
21,66,58,60,44,37,57,47,63,43
51,41,44,44,44,44,76,50,47,44
68,55,55,44,74,62,53,54,66,70
21,51,55,40,74,62,76,55,40,42
21,55,37,53,44,62,56,45,48,69
51,51,55,60,44,53,40,55,31,34
66,60,44,54,80,62,51,33,47,83
51,51,44,54,44,41,53,55,47,90
21,22,37,58,28,35,47,47,41,50
74,41,58,40,64,32,53,48,45,79
49,66,38,44,44,42,47,55,62,83
51,55,55,40,74,53,56,43,33,34
51,41,38,83,44,53,51,51,69,50
66,55,55,69,44,62,41,60,80,77
68,19,44,60,28,35,68,38,34,49
69,66,38,66,74,53,48,51,51,83
49,66,58,40,44,47,53,49,49,42
21,36,55,44,44,53,53,38,41,44
69,55,38,51,44,62,53,43,51,43
21,55,44,20,44,37,41,35,57,51
49,51,44,27,38,42,27,36,38,82
51,66,44,44,64,44,58,55,57,51
69,51,44,58,64,62,58,53,59,25
21,55,38,54,44,41,68,55,56,49
51,55,14,64,80,48,48,36,57,42
21,55,58,58,80,32,41,57,54,40
49,55,14,58,44,62,68,64,58,49
49,55,58,54,44,53,58,60,41,84
88,51,44,60,28,62,56,59,36,40
21,55,14,51,74,62,40,55,69,83
51,37,55,58,44,48,51,53,47,49
74,39,44,40,38,53,47,35,42,49
51,41,44,54,28,42,47,37,34,51
21,83,44,60,80,53,48,55,52,44
51,41,55,83,44,37,68,60,51,38
21,19,58,40,74,53,56,44,50,49
21,51,44,44,44,47,51,38,40,84
